WO_CHECKED_IN_DT_KEY,WO_ENTERED_DT_KEY,SCHEDULE_INSTALL_DT_KEY,CUSTOMER_KEY,SITE_ID,SITE_DESC,ACCOUNT_NBR,WO_NBR,PRODUCT_CD,PRODUCT_DESC,PRODUCT_LINE_DESC,PRODUCT_GROUP_CD,PRODUCT_GROUP_DESC,WO_TYPE_CD,WO_TYPE_DESC,OUTLET_TYPE,OFFICE_ONLY_FLAG,Q_CD,Q_CD_DESC,SALES_CHANNEL_GROUP_DESC,WO_OCCURRENCE_NBR,FROM_QTY,TO_QTY,NET_QTY,POINTS_COMPLETED,CONNECTS,DISCONNECTS,SELF_INSTALL,ASSISTED_SELF_INSTALLS,ASSIGNED_INSTALLER_NBR,SALESMAN_NBR,USER_ID,REQUIRED_POINTSTOCABLE_SVC,REQUIRED_TOTAL_POINTS,TOTAL_POINTS_COMPLETED,WO_JOB_NBR,SERVICE_TYPE,CATEGORY,SERVICE_CATEGORY_CD,CHECK_IN_USER_ID,SERVICE_POINTS,DROP_POINTS,HOUSE_PRE_WIRE_POINTS,DROP_REPLACE_POINTS,HOUSE_DWELLING_POINTS,SIGNAL_ACCESS_POINTS,TIME_ASSIGNED_HH_MM,TIME_SLOT_DESC,ARRIVAL_TIME,SYSTEM_COMPLETION_TM,Advanced Bulk HD Receiver,Aerial Install Drop New,Business TV Activate Outlet(wired),Business TV Bulk Specialty Install,Business TV Equipment Pick Up,Commercial Install Trap,Commercial Serviceability Visit,Commercial Shipping & Handling,Conduit Installation,Construction Costs,Direct Connect IR Cable,Prework,Prism IR Extender,RG11 Install Drop (All),Standard IR Extender,Video Bulk Specialty Staging,VoD Retransmission,Wall Fish,Bulk HD medical Remote Ctrl Integ,Business TV Contour Install No Net,Business TV Expedite Installation,Business TV Install/Add Outlet(Unwired),Business Vid Account Changes,CLI Leakage Order,COX BUSINESS BUNDLE,Digital Adapter Mounting Bracket,Digital Adapter RF Interface,INSTALL DROP (COMMERCIAL),Proactive Receiver Swap,Replacement Digital Adapter IR Rmt,Video Time & Materials - Standard,vuCaster Config Adv HD Receiver,Aerial Install Drop Rebuild,Bulk HD Medical PSI Config,Business TV Contour Install Net,Business TV Dig Self-Install Kit,Business TV Install Outlet(New),Business TV Receiver Install,Business TV Reinstate Service,Business Vid Install (Aerial),CB Showtime Additional Outlet,CB Starz Additional Outlet,Comm Outside only request,Commercial Tech Assist,Digital Starter,Fiber Conversion,Underground Install Drop New,Video Bulk Specialty Pre-Install,Advanced Bulk HD Install,Advanced Bulk HD Receiver Installation,Bulk HD Medical Interface,Business TV Equipment Self Activation,Business TV Rework/Relocate Install,CBS Service Deposit,Chargeable Service Call,CONTOUR Failed Self Install,DTA Failed Self Install,Interior Molding,Underground Install Drop Rebuild
20180620,20180618,20180620,106380464,436,Phoenix,245808301,157758187,PIC COX,Long Distance Change to Cox,PIC Change,5011,Telephony Other,UP,Upgrade,P,N,W,Cb Installs,Cox Business,3,0,1,1,0,1,0,0,0,28303,11187,AHAZARD,3,12,12,17,I,I,T,ETSCSWAP,9,0,0,0,0,0,741,8-10A,805,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180621,20180618,20180621,107456083,436,Phoenix,248630801,157759805,80000,Commercial Serviceability Visit,OTC - All,1104,Business TV - All,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,6,6,2,1,0,0,0,42025,17910,MACHAVEZ,3,36,36,2,S,S,C,ETSCSWAP,28,0,0,0,3,2,712,10-12P,944,1323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180629,20180619,20180629,70366750,436,Phoenix,197905601,157771554,HMNGUNL,VoiceManager Unlimited Package,Feature - BVM Broadsoft,5115,Business VoiceManager Service,IN,Install,A,N,W,Cb Installs,Cox Business,2,0,1,1,0,1,0,0,0,25397,30603,SLAINFIE,3,35,35,6, ,O,T,ETSCSWAP,27,0,0,0,3,2,630,8-10A,837,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180629,20180619,20180629,70366750,436,Phoenix,197905601,157771554,HLINEFL,VoiceManager Flat Rated Local Line,BVM Line - Broadsoft,5115,Business VoiceManager Service,IN,Install,A,N,W,Cb Installs,Cox Business,7,0,1,1,0,1,0,0,0,25397,30603,SLAINFIE,3,35,35,6, ,O,T,ETSCSWAP,27,0,0,0,3,2,630,8-10A,837,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180619,20180619,20180619,107310771,436,Phoenix,116722502,157774607,HSLCC,Network Interface Fee - Single Line,Service Fee - SIP Broadsoft,5116,Voice Service Fee,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,52030,26742,LWASHING,3,33,33,4, ,O,T,ETSCSWAP,25,0,0,0,3,2,1118,1-3P,1246,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180621,20180619,20180621,107464816,436,Phoenix,248643801,157789634,40750,Install Data,Installation -CBI,2104,Cox Business Internet,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,10,1,0,0,0,93892,10805,SMIRDAMA,3,24,24,8,I,I,D,ETSCSWAP,16,0,0,0,3,2,701,1-3P,1206,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180628,20180620,20180628,107465505,436,Phoenix,188376502,157794431,42201,Cox Online Backup 25 GB,CBI Feature - Cox Online Backup,2110,Managed Services,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,49078,40258,TEWILSON,3,27,27,9, ,X,D,ETSCSWAP,19,0,0,0,3,2,643,8-10A,804,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180622,20180620,20180622,107285069,436,Phoenix,248246701,157794450,71500,Detection Equipment Service Plan,CB Security - Features,6100,CB Security,IN,Install,P,N,I,Cb Sec Installs,Cox Business,1,0,1,1,0,1,0,0,0,47085,5285,TAMBUTLER,3,46,46,6, ,X,H,ETSCSWAP,43,0,0,0,0,0,427,8-10A,1044,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180628,20180620,20180628,65837463,436,Phoenix,186822201,157805341,LPICCOX,Local Long Distance Change to Cox,LPIC Change,5011,Telephony Other,IN,Install,A,N,W,Cb Installs,Cox Business,11,0,1,1,0,1,0,0,0,94107,6925,BESPINOZ,3,29,29,2,I,I,T,ETSCSWAP,21,0,0,0,3,2,1901,1-3P,1431,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180618,20180611,20180618,76029716,580,Kansas/NW Arkansas,57867703,51284252,HLINEFL,VoiceManager Flat Rated Local Line,BVM Line - Broadsoft,5115,Business VoiceManager Service,UP,Upgrade,A,N,W,Cb Installs,Cox Business,8,0,1,1,0,1,0,0,0,10268,11577,SHCOLBERT,3,44,44,6, ,O,T,ETSCSWAP,41,0,0,0,0,0,1035,10-12P,1053,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180618,20180611,20180618,76029716,580,Kansas/NW Arkansas,57867703,51284252,HMLCC,Network Interface Fee - Multi-Line,Service Fee - NIF,5116,Voice Service Fee,UP,Upgrade,A,N,W,Cb Installs,Cox Business,8,0,1,1,0,1,0,0,0,10268,11577,SHCOLBERT,3,44,44,6, ,O,T,ETSCSWAP,41,0,0,0,0,0,1035,10-12P,1053,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180621,20180612,20180621,107414706,580,Kansas/NW Arkansas,73077303,51298059,27589,Regional Sports Surcharge,Sports Surcharges,1100,Business TV - Retail,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,15706,85287,DASKIPPE,3,22,22,4, ,X,C,ETSCSWAP,14,0,0,0,3,2,756,10-12P,918,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180618,20180613,20180618,107419184,580,Kansas/NW Arkansas,50696704,51303169,20501,Cox Business E-Mail 5 Mailboxes- 2GB ea,CBI Feature - Email,2110,Managed Services,UP,Upgrade,P,N,W,Cb Installs,Cox Business,2,0,1,1,0,1,0,0,0,15974,99999,KHOOK,3,41,41,3, ,X,D,ETSCSWAP,38,0,0,0,0,0,401,8-10A,806,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180618,20180613,20180618,107419184,580,Kansas/NW Arkansas,50696704,51303169,40202,Static IP Address,CBI Feature - IP Address,2108,IP Addresses,UP,Upgrade,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,15974,99999,KHOOK,3,41,41,3, ,X,D,ETSCSWAP,38,0,0,0,0,0,401,8-10A,806,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180621,20180614,20180621,107427016,580,Kansas/NW Arkansas,75898002,51312439,20501,Cox Business E-Mail 5 Mailboxes- 2GB ea,CBI Feature - Email,2110,Managed Services,IN,Install,P,N,W,Cb Installs,Outbound,2,0,1,1,0,1,0,0,0,18335,51224,KEBLOCK,3,46,46,3, ,X,D,ETSCSWAP,43,0,0,0,0,0,402,8-10A,806,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180614,20180626,107428002,580,Kansas/NW Arkansas,87644501,51314235,27111,Business TV Essential,Expanded Tiers - Retail,1100,Business TV - Retail,IN,Install,A,N,W,Cb Installs,Cox Business,3,0,1,1,0,1,0,0,0,15609,14401,CRPRINCE,3,68,68,1, ,H,C,ETSCSWAP,60,0,0,0,3,2,439,10-12P,1000,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180614,20180620,107432706,580,Kansas/NW Arkansas,87657001,51319246,80008,Aerial Install Drop New,OTC - All,1104,Business TV - All,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,6,1,0,0,0,15977,9703,CRPRINCE,3,39,39,1,S,S,C,ETSCSWAP,31,0,0,0,3,2,402,8-10A,819,1130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180614,20180620,107432706,580,Kansas/NW Arkansas,87657001,51319246,BPUBLSH,Directory Listing - Published,Directory Service,5105,Business Directory Listings,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,15977,9703,CRPRINCE,3,39,39,1, ,X,T,ETSCSWAP,31,0,0,0,3,2,402,8-10A,819,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180628,20180620,20180628,107366305,436,Phoenix,223051602,157803262,70210,Surveillance Adj Dome Cam Lease,CB Security - Surveillance Cam Lease,6100,CB Security,IN,Install,P,N,I,Cb Sec Installs,Cox Business,1,0,1,1,0,1,0,0,0,47028,99999,BRADCLANIN,3,114,114,1, ,X,H,ETSCSWAP,106,0,0,0,3,2,1039,8-10A,909,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180625,20180620,20180625,107470746,436,Phoenix,248698401,157807299,14461,Pre Work WEA HFC - Metro E,Installation - Metro E Fiber,4103,Metro Ethernet - Fiber,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,18,1,0,0,0,83517,7549,CWINGETT,3,39,39,1,S,S,D,ETSCSWAP,36,0,0,0,0,0,1151,10-12P,1120,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180628,20180620,20180628,107470919,436,Phoenix,248597801,157808155,HARFML,Access Recovery Fee - Multi-Line,Access Recovery Fee - Multi Line,5116,Voice Service Fee,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,2,2,0,1,0,0,0,94107,6925,BESPINOZ,3,29,29,5, ,X,T,ETSCSWAP,21,0,0,0,3,2,1130,1-3P,1432,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180628,20180621,20180628,107476059,436,Phoenix,248656801,157826986,11924,Extended Demarcation,Data Other Products,2103,Commercial Data - Other,SR,Sro,P,N,R,Cb Hicap,Care Center,1,0,1,1,13,1,0,0,0,47100,11107,LWASHING,3,28,28,2,S,S,D,ETSCSWAP,25,0,0,0,0,0,1202,8-10A,853,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180625,20180626,106472741,541,San Diego,128508501,85920850,27000,Cox Business TV,Baseline Code,1104,Business TV - All,UP,Upgrade,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,96794,21952,DANMUNOZ,3,11,11,5, ,X,C,ETSCSWAP,8,0,0,0,0,0,624,1-3P,1453,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180625,20180626,106472741,541,San Diego,128508501,85920850,27804,Business TV Install Outlet(New),OTC - All,1104,Business TV - All,UP,Upgrade,P,N,W,Cb Installs,Cox Business,1,0,1,1,5,1,0,0,0,96794,21952,DANMUNOZ,3,11,11,5,I,I,C,ETSCSWAP,8,0,0,0,0,0,624,1-3P,1453,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180627,20180627,20180627,49329694,541,San Diego,65895201,85944022,HEQPKUP,Commercial Telephony Equipment Pkup,Equipment - SIP Broadsoft,5107,Business Hardware,SR,Sro,P,N,W,Cb Installs,Field,1,0,1,1,1,1,0,0,0,15898,73679,MARZOLA,3,6,6,6,S,S,T,ETSCSWAP,1,0,0,0,1,1,1143,BUFFER,1322,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180628,20180627,20180628,106425259,541,San Diego,128476501,85947255,BINSTLU,LINE INSTALLATION (unwired),Installation - DMS,5102,Business Analog Voice Service,DW,Downgrade,P,N,W,Cb Installs,Outbound,1,0,3,3,10,1,0,0,0,84006,13405,ANGRIVAS,3,33,33,7,I,I,T,ETSCSWAP,30,0,0,0,0,0,934,1-3P,1510,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180627,20180627,20180627,107467208,541,San Diego,62553101,85947873,11919,Pre-work (All),Data Other Products,2103,Commercial Data - Other,SR,Sro,P,N,W,Cb Installs,Field,1,0,1,1,8,1,0,0,0,66533,88452,B18852,3,23,23,16,S,S,D,ETSCSWAP,18,0,0,0,1,1,1639,ALLDAY,1645,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180627,20180627,20180627,107467208,541,San Diego,62553101,85947873,BCONINS,Conduit Installation,Installation - DMS,5102,Business Analog Voice Service,SR,Sro,P,N,W,Cb Installs,Field,1,0,5,5,2,1,0,0,0,66533,88452,B18852,3,23,23,16,S,S,T,ETSCSWAP,18,0,0,0,1,1,1639,ALLDAY,1645,1646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180622,20180621,20180622,107463341,215,Hampton Roads,126301002,78100369,42208,Cox Security Suite 25 PC,CBI Feature - Cox Security Suite,2110,Managed Services,IN,Install,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,15517,25120,ZPHILLI,3,24,24,4, ,X,D,ETSCSWAP,16,0,0,0,3,2,157,3-5P,1538,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180627,20180622,20180627,107475825,215,Hampton Roads,129737102,78105281,BREWPI,Comm Rework/Relocate Special Req,Installation - DMS,5102,Business Analog Voice Service,IN,Install,P,N,W,Cb Installs,Care Center,1,0,1,1,8,1,0,0,0,8461,25072,KWONG,3,41,41,5,S,S,T,ETSCSWAP,33,0,0,0,3,2,156,1-3P,1414,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180627,20180621,20180627,107398897,477,Northern Virginia,54527601,85801049,27000,Cox Business TV,Baseline Code,1104,Business TV - All,UP,Upgrade,A,N,W,Cb Installs,Cox Business,2,0,1,1,0,1,0,0,0,99463,67281,SHAPEAKE,3,49,49,8, ,X,C,ETSCSWAP,46,0,0,0,0,0,708,10-12P,1052,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180625,20180626,73974104,477,Northern Virginia,47137102,85812603,27923,Business TV Equipment Pick Up,OTC - All,1104,Business TV - All,UP,Upgrade,P,N,W,Cb Installs,Cox Business,1,0,2,2,1,1,0,0,0,33256,67268,PATDEANS,3,14,14,1,S,S,C,ETSCSWAP,11,0,0,0,0,0,2011,10-12P,1000,1042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180625,20180626,73974104,477,Northern Virginia,47137102,85812603,42201,Cox Online Backup 25 GB,CBI Feature - Cox Online Backup,2110,Managed Services,UP,Upgrade,P,N,W,Cb Installs,Cox Business,1,0,1,1,0,1,0,0,0,33256,67268,PATDEANS,3,14,14,1, ,X,D,ETSCSWAP,11,0,0,0,0,0,2011,10-12P,1000,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180625,20180626,100017435,477,Northern Virginia,51736701,85814412,27808,Business TV Receiver Install,OTC - All,1104,Business TV - All,UP,Upgrade,A,N,W,Cb Installs,Cox Business,2,0,1,1,3,1,0,0,0,91254,135,PATDEANS,3,36,36,5,I,I,C,ETSCSWAP,33,0,0,0,0,0,2011,3-5P,1643,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180626,20180626,20180626,107367929,477,Northern Virginia,54524101,85818774,11926,Commercial Wall Fish,Data Other Products,2103,Commercial Data - Other,SR,Sro,P,N,W,Cb Installs,Unknown,1,0,2,2,6,1,0,0,0,68035,0,HLINARES,3,25,25,12,S,S,D,ETSCSWAP,20,0,0,0,1,1,1934,ALLDAY,1936,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,BNONPUB,DIRECTORY LISTING-NON PUBLISHED,Directory Service,5105,Business Directory Listings,IN,Install,A,N,W,Cb Installs,Cox Business,5,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,X,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,HARFML,Access Recovery Fee - Multi-Line,Access Recovery Fee - Multi Line,5116,Voice Service Fee,IN,Install,A,N,W,Cb Installs,Cox Business,2,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,X,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,HMNGESN,VoiceManager Essential Package,Feature - BVM Broadsoft,5115,Business VoiceManager Service,IN,Install,A,N,W,Cb Installs,Cox Business,4,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,O,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,HMNGESN,VoiceManager Essential Package,Feature - BVM Broadsoft,5115,Business VoiceManager Service,IN,Install,A,N,W,Cb Installs,Cox Business,5,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,O,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,BNONPUB,DIRECTORY LISTING-NON PUBLISHED,Directory Service,5105,Business Directory Listings,IN,Install,A,N,W,Cb Installs,Cox Business,4,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,X,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,HMNGESN,VoiceManager Essential Package,Feature - BVM Broadsoft,5115,Business VoiceManager Service,IN,Install,A,N,W,Cb Installs,Cox Business,2,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,O,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180620,20180509,20180620,107195453,216,Connecticut,139350501,22562485,HMLCC,Network Interface Fee - Multi-Line,Service Fee - NIF,5116,Voice Service Fee,IN,Install,A,N,W,Cb Installs,Cox Business,4,0,1,1,0,1,0,0,0,51639,51107,SBOURGEO,3,23,23,3, ,O,T,ETSCSWAP,15,0,0,0,3,2,451,10-12P,1016,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
